air_date	show_number	category	value	question	answer
2004-02-20	4485	19th CENTURY AMERICA	2006	"At noon on April 22, 1889 settlers rushed to claim land in this new territory: many entered ""sooner"" than noon"	Oklahoma
2004-02-20	4485	19th CENTURY AMERICA	2000	The 1890 Battle of Wounded Knee in this state was the last major conflict between Indians & U.S. troops	South Dakota
2004-02-20	4485	GO ____	400	In a rhyming phrase, it means to move with the prevailing trend	"""go with the flow"""
2004-02-20	4485	GO ____	800	Make more effort than required, like by walking 1,760 more yards	"""go the extra mile"""
2004-02-20	4485	GO ____	1200	To expire like a bankrupt business or a dead fish	"""go belly-up"""
2004-02-20	4485	GO ____	1600	"A synonym for ""get lost""; you might tell Ben Franklin to do it"	"""go fly a kite"""
2004-02-20	4485	GO ____	2000	In a wrestling metaphor, to fight fiercely	"""go to the mat"""
2004-02-20	4485	ITALIAN TOWNS	0	This small town in Tuscany was the birthplace of the man who painted the Mona Lisa	Vinci
2004-02-19	4484	U.S. GOVERNMENT	200	The Constitution says that all revenue bills must originate in this legislative body	the House of Representatives
2004-02-19	4484	U.S. GOVERNMENT	400	The eagle on the Great Seal of the U.S. holds an olive branch & these, signifying peace & war	arrows
2004-02-19	4484	U.S. GOVERNMENT	600	According to the 20th amendment to the Constitution, sessions of Congress shall begin on the 3rd day of this month	January
2004-02-19	4484	U.S. GOVERNMENT	800	General term for a court that reviews a trial court's decision at the losing party's request	an appeals court
2004-02-19	4484	U.S. GOVERNMENT	1000	This office, the GAO, audits governmental agencies & reports its findings to Congress	General Accounting Office
2004-02-19	4484	MOM SAYS...	200	(Cheryl of the Clue Crew presents the clue.)  You call that music?  When I was your age, we listened to real music, like The Who, the Stones & this other group from England we called the Fab Four	The Beatles
2004-02-19	4484	MOM SAYS...	400	(Cheryl of the Clue Crew presents the clue.)  You're going out with your friends?  Wouldn't you rather stay home & watch grandpa's home movies from Mount Rushmore in this state?	South Dakota
2004-02-19	4484	MOM SAYS...	600	(Cheryl of the Clue Crew presents the clue.) Oh, you're not going anywhere, you're grounded. You came in at 2 A.M. when this six-letter limit was 10 P.M.	curfew
2004-02-19	4484	MOM SAYS...	800	(Cheryl of the Clue Crew presents the clue.) You are not going to school wearing that, young lady; it's exposing this body part, your umbilicus	belly button
2004-02-19	4484	MOM SAYS...	1000	"(Cheryl of the Clue Crew presents the clue.) If you have your eye on any bling bling, you'd better do your chores so you can get this, from the Latin for ""to pray"""	allowance
2004-02-19	4484	MUSIC CLASS	200	Disc jockey Alan Freed is credited with giving this 3-word style of music its name back in 1951	rock and roll
2004-02-19	4484	MUSIC CLASS	400	Traditionally, the strings on the Irish type of this instrument are plucked with the nails rather than the fingertips	a harp
2004-02-19	4484	MUSIC CLASS	600	Due to his deafness, he last performed in public in 1814	(Ludwig Van) Beethoven
2004-02-19	4484	MUSIC CLASS	800	A Boehemian dance of the 1880s gave rise to this lively form of music heard here	a polka
2004-02-19	4484	MUSIC CLASS	500	Often used to announce royalty, a fanfare is a short musical piece usually for this instrument	a trumpet
2004-02-19	4484	3 LETTERS LONG	200	Titanic wireless operator Jack Phillips sent out two 3-letter distress calls, CQD & this new one	SOS
2004-02-19	4484	3 LETTERS LONG	400	"If the word ""alias"" had an alias, it would be these 3 letters"	AKA (also known as)
2004-02-19	4484	3 LETTERS LONG	600	This port lets you plug in a whole host of peripheral devices	a USB port
2004-02-19	4484	3 LETTERS LONG	800	Between April & October, the hour of the day in Maine may be followed by these 3 letters	E.D.T.
2004-02-19	4484	3 LETTERS LONG	1000	Boost the sound in your car with this brand of speakers from Harman International	JBL
2004-02-19	4484	A TRIP TO THE MOON	200	As of 1988, the U.S. Census Bureau determined that 13% of the U.S. still believed part of the Moon was made of this	cheese
2004-02-19	4484	A TRIP TO THE MOON	400	This force on the surface of the Moon is about one-sixth of what it is on the Earth's surface	gravity
2004-02-19	4484	A TRIP TO THE MOON	600	The large dark areas of the Moon's surface are called maria or these	seas
2004-02-19	4484	A TRIP TO THE MOON	800	It's estimated the Moon has about 3 trillion of these including one that's about 13,000 feet deep	craters
2004-02-19	4484	A TRIP TO THE MOON	1000	About 3 times a year, when the Moon passes through the Earth's shadow, one of these occurs	a lunar eclipse
2004-02-19	4484	ARE YOU GAME?	200	This popular playground hopping game may have begun in the Roman Empire as a military training exercise	hopscotch
2004-02-19	4484	ARE YOU GAME?	400	One of the 2 utilities you can purchase in Monopoly	Water Works (or Electric Company)
2004-02-19	4484	ARE YOU GAME?	600	"It's the classic game where you might hear ""Right foot on red"""	Twister
2004-02-19	4484	ARE YOU GAME?	800	"Bastion of Broken Souls"" is a version of this role-playing game"	Dungeons & Dragons
2004-02-19	4484	ARE YOU GAME?	1000	In chess, it's considered the next most powerful piece after the queen	the rook
2004-02-19	4484	STATE FLAGS	400	December 7, 1787--the date it ratified the Constitution--is on its flag	Delaware
2004-02-19	4484	STATE FLAGS	800	On this state's flag, adopted in 1907, a sheaf of grain, not a potato, symbolizes state agriculture	Idaho
2004-02-19	4484	STATE FLAGS	1200	A badger & the year 1848 appear on this state's flag	Wisconsin
2004-02-19	4484	STATE FLAGS	1600	"Appropriately, this ""Evergreen State"" is the only state that has a green flag"	Washington
2004-02-19	4484	STATE FLAGS	2000	"The motto on this state's flag is translated as ""If you seek a pleasant peninsula, look around you"""	Michigan
2004-02-19	4484	SPORTS	400	In the 2003 World Series, the Yankees scored a total of 21 runs, this team only 17, but it still won	the (Florida) Marlins
2004-02-19	4484	SPORTS	800	For it's auction of game-used collectibles, the NFL uses this popular internet auction site	eBay
2004-02-19	4484	SPORTS	1200	This sports star seen here is all grown up & announced his engagement in 2003	Tiger Woods
2004-02-19	4484	SPORTS	1600	The WUSA, the USA's women's league in this sport, folded September 15, 2003	soccer
2004-02-19	4484	SPORTS	2000	(Hi, I'm Becky Hammon.) I'm carrying a torch--not for someone, but on my uniform as a member of this WNBA team	the New York Liberty
2004-02-19	4484	MOUNTAINS	400	"One of Europe's few active volcanoes, Stromboli lies in the Tyrrhenian Sea off the coast of this nation's ""toe"""	Italy
2004-02-19	4484	MOUNTAINS	800	At 6,952 feet above sea level, Hvannadalshnukur is this North Atlantic island nation's highest point	Iceland
2004-02-19	4484	MOUNTAINS	2000	Jabal Katrinah on this peninsula is Egypt's highest peak; in the 1970s, during occupation, it was Israel's highest point	the Sinai Peninsula
2004-02-19	4484	MOUNTAINS	1600	The 1980 eruption of Mount Saint Helens in this Washington range was the first in the lower 48 states since 1917	the Cascades
2004-02-19	4484	MOUNTAINS	2000	Tbilisi, Georgia, is a major city in this range	the Caucasus
2004-02-19	4484	BEYOND REASON	400	Legend says in 1657 the ceremonial cremation of an unlucky Kimono started a fire that burned 3/4 of this city	Tokyo
2004-02-19	4484	BEYOND REASON	800	"This team that sold Babe Ruth to the Yankees is said to labor under ""The curse of the Bambino"""	the Red Sox
2004-02-19	4484	BEYOND REASON	1200	In 1969 Governor Jimmy Carter filed a report of sighting one of these luminous objects	a UFO
2004-02-19	4484	BEYOND REASON	2000	"From the Latin for ""to forewarn"", it's a sensation of what will happen in the future"	a premonition
2004-02-19	4484	BEYOND REASON	2000	Mali's Dogon may have known centuries ago of this brightest star's companion star, invisible to the naked eye	Sirius
2004-02-19	4484	PLAY STATION	400	Fortinbras is the Prince of Norway in this Shakespearetragedy	Hamlet
2004-02-19	4484	PLAY STATION	800	The cruel Miss Hannigan runs the Municipal Orphanage in this perennial favorite	Annie
2004-02-19	4484	PLAY STATION	1200	A slob and a neat freak become rooommates in this Neil Simon comedy	The Odd Couple
2004-02-19	4484	PLAY STATION	1600	This 1959 play is based on the true story of Helen Keller & the woman who taught her to communicate	The Miracle Worker
2004-02-19	4484	PLAY STATION	2000	"Tragic plays by Sophocles include this guy ""The King"" & ""At Colonus"""	Oedipus
2004-02-19	4484	PREFIXES & SUFFIXES	400	Cardio- is this body part	the heart
2004-02-19	4484	PREFIXES & SUFFIXES	800	Kilo- means this number	1,000
2004-02-19	4484	PREFIXES & SUFFIXES	1200	Semi- and hemi- both mean this	half
2004-02-19	4484	PREFIXES & SUFFIXES	1600	-one can refer to a compound containing this gaseous element, atomic no. 8	oxygen
2004-02-19	4484	PREFIXES & SUFFIXES	2000	Xantho- is yellow; cyano- is this color	blue
2004-02-19	4484	THE UNITED NATIONS	0	Of the 6 official languages used by the U.N., the one that's the native tongue of the most number of people	Mandarin Chinese
2004-02-18	4483	WHEN I WAS YOUR AGE...	200	"People went out & bought records; why, in 1956, this man sold 10 million singles, proving he was ""The King"""	Elvis (Presley)
2004-02-18	4483	WHEN I WAS YOUR AGE...	400	These devices, like the Univac, took up whole rooms	computers
2004-02-18	4483	WHEN I WAS YOUR AGE...	600	Baseball players didn't go on strike; they pulled off feats like this one by pitcher Don Larsen in the 1956 World Series	throwing a perfect game
2004-02-18	4483	WHEN I WAS YOUR AGE...	800	We didn't have SUVs, we had cars like this company's Edsel	Ford
2004-02-18	4483	WHEN I WAS YOUR AGE...	1000	The Russians weren't sending tourists into space, they were sending this first manmade satellite to orbit the Earth	Sputnik
2004-02-18	4483	ON THE SLOPES	200	(Sarah of the Clue Crew presents the clue from Squaw Valley, California.)  Some racers put the grip type of this on the middle part of the ski & the glide type on the front & back	the wax
2004-02-18	4483	ON THE SLOPES	400	In this sport, 90-meter and 120-meter hills refer to how far competitors go from takeoff to landing	ski jumping
2004-02-18	4483	ON THE SLOPES	600	(Sofia of the Clue Crew presents the clue from Colorado while skiing.) This type of skiing I'm doing gets its name from a Swiss mountain range	Alpine skiing
2004-02-18	4483	ON THE SLOPES	800	The name of this bump on a slope can also refer to a rich businessman	a mogul
2004-02-18	4483	ON THE SLOPES	1000	Eric Bergoust excels at aerial, a type of this form of skiing that includes a lot of stunts	freestyle
2004-02-18	4483	ANNUAL EVENTS	200	The Metropolis, Illinois festival honoring this fictional hero celebrated its 25th anniversary in June 2003	Superman
2004-02-18	4483	ANNUAL EVENTS	400	During this city's Feast of the Redeemer, a parade of gondolas is held on its canals	Venice
2004-02-18	4483	ANNUAL EVENTS	600	On March 26 this state celebrates Prince Kuhio Day to honor its first delegate to the U.S. Congress	Hawaii
2004-02-18	4483	ANNUAL EVENTS	800	A reenactment of the 1565 landing of Don Pedro Menendez de Aviles is an annual tradition in this Florida city	St. Augustine
2004-02-18	4483	ANNUAL EVENTS	1000	A shooting contest tops the festivities at the Greenville, Ohio celebration of this female sharpshooter	Annie Oakley
2004-02-18	4483	NONPOTENT POTABLES	200	"First bottled way back in 1826, its name is ""naive"" backwards"	Evian
2004-02-18	4483	NONPOTENT POTABLES	400	You can get this beverage from llamas, reindeer, water buffalos & coconuts	milk
2004-02-18	4483	NONPOTENT POTABLES	600	The name of this orange pineapple soda sounds like it will refresh you in the desert	Cactus Cooler
2004-02-18	4483	NONPOTENT POTABLES	800	This fruit juice drink is named for the fact it provides a full day's supply of a certain vitamin	Hi-C
2004-02-18	4483	NONPOTENT POTABLES	1000	A cardboard cutout of Shakira comes to life & tangos with a grocery clerk in a commercial for this soda	Pepsi
2004-02-18	4483	DINOSAURS	200	Of geologist, paleontologist, or philologist, the one that most accurately describes a dinosaur scientist	a paleontologist
2004-02-18	4483	DINOSAURS	400	"Some speculate that this ""monster"" of Scotland may be an aquatic dinosaur known as a Plesiosaur"	the Loch Ness monster
2004-02-18	4483	DINOSAURS	600	"This ""roof lizard"" famous for the triangular plates on its back had a brain the size of a ping pong ball"	the Stegosaurus
2004-02-18	4483	DINOSAURS	1000	The Oviraptor dinosaur's name indicates that it is believed to have stolen these for food	eggs
2004-02-18	4483	DINOSAURS	1000	"Dinosaurs lived in this era, from 225 to 65 million years ago, whose name means ""middle life"""	Mesozoic
2004-02-18	4483	"""B"" PLUS"	200	It can mean a spirited young man as well as the cutting part of a sword	a blade
2004-02-18	4483	"""B"" PLUS"	400	A U.S. Army brigade can be made up of a headquarters & 3 or more of these units	a battalion
2004-02-18	4483	"""B"" PLUS"	600	Some of the USA's first wells were dug for this salty water, perhaps for pickling purposes	brine
2004-02-18	4483	"""B"" PLUS"	800	The cash or land someone left you in his will	a bequest
2004-02-18	4483	"""B"" PLUS"	1000	(Sofia of the Clue Crew presents the clue from a race car at Indianapolis Speedway.) By increasing centrifugal force, a greater degree of this lets a car go faster in the turns; at Indy its 9 degrees, 12 minutes	banking
2004-02-18	4483	BIOLOGY	400	In the 1940s a moldy cantaloupe in Peoria was found to yield a better strain of this drug than Dr. Fleming's	penicillin
2004-02-18	4483	BIOLOGY	800	In birds, the crop, a baglike swelling of this tube, is used to store food until there is room in the stomach	the esophagus
2004-02-18	4483	BIOLOGY	1200	By definition, edentulous animals don't have these	teeth
2004-02-18	4483	BIOLOGY	1600	The paramecium, a microscopic organism found in freshwater bodies, swims via these hairlike structures	ciliate
2004-02-18	4483	BIOLOGY	2000	This type of cell division takes place in 4 steps: prophase, metaphase, anaphase & telophase	mitosis
2004-02-18	4483	WHO PLAYED 'EM?	400	The Cat in the Hat (2003)	Mike Myers
2004-02-18	4483	WHO PLAYED 'EM?	800	Aragorn (aka Strider), the heir to the throne of Gondor	Viggo Mortensen
2004-02-18	4483	WHO PLAYED 'EM?	1200	Storm, a mutant	Halle Berry
2004-02-18	4483	WHO PLAYED 'EM?	1600	Elizabeth Swann, who is captured by pirates of the Caribbean	Keira Knightley
